"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.359184635E0,1.115124524E-1,8.212274313E-2,5.250415802E-1,5.429989253E-1
1.363738698E0,1.470181346E-1,1.301902533E-2,5.063362122E-1,5.274089368E-1
1.368291979E0,1.264925301E-1,-3.391143680E-2,4.806127548E-1,4.981354894E-1
1.372844479E0,1.003282666E-1,-3.506129980E-2,4.408044815E-1,4.534353832E-1
1.377397812E0,-5.283963680E-2,3.536003828E-2,3.941574097E-1,3.992523301E-1
1.381951875E0,-2.021023035E-1,1.226221919E-1,3.573408127E-1,4.284553646E-1
1.386505156E0,-3.814205527E-1,2.197411060E-1,3.160476685E-1,5.418984411E-1
1.391057656E0,-4.557820559E-1,2.675879598E-1,3.177785873E-1,6.167040045E-1
1.395610989E0,-4.785349369E-1,2.523920238E-1,3.242139816E-1,6.307234936E-1
1.400165052E0,-4.645104110E-1,2.291469574E-1,3.732957840E-1,6.384575102E-1
1.404718333E0,-3.617565334E-1,1.741853058E-1,4.409418106E-1,5.963539138E-1
1.409270833E0,-2.397640049E-1,1.159681976E-1,5.198936462E-1,5.841445064E-1
1.413824166E0,-6.773453951E-2,5.921280384E-2,6.575193405E-1,6.636458447E-1
1.418378229E0,1.136920452E-1,6.324291229E-3,8.058729172E-1,8.138777773E-1
1.422931510E0,2.666450143E-1,-6.642058492E-2,9.269018173E-1,9.667772425E-1
1.427484010E0,4.178493023E-1,-1.066652536E-1,1.030316353E0,1.116927617E0
1.432037344E0,5.296791792E-1,-1.835530698E-1,1.137620926E0,1.268240172E0
1.436591406E0,6.503061056E-1,-2.492281497E-1,1.265380859E0,1.444368866E0
1.441144687E0,7.468166351E-1,-3.349172175E-1,1.373090744E0,1.598525202E0
1.445697187E0,8.219994307E-1,-4.596637189E-1,1.501256943E0,1.772215057E0
1.450250521E0,8.998601437E-1,-5.737444758E-1,1.599892616E0,1.923171179E0
1.454804583E0,9.141950607E-1,-7.036740780E-1,1.671613693E0,2.031059368E0
1.459357864E0,9.533172250E-1,-8.447903991E-1,1.702411652E0,2.126191426E0
1.463910364E0,9.151221514E-1,-9.762048125E-1,1.713354111E0,2.173938062E0
1.468463698E0,8.617472649E-1,-1.143851042E0,1.652714729E0,2.186885807E0
1.473017760E0,8.097614050E-1,-1.233210206E0,1.597054482E0,2.174190415E0
1.477571041E0,7.375185490E-1,-1.318614244E0,1.536817551E0,2.155106800E0
1.482123541E0,6.497377157E-1,-1.385904670E0,1.424313545E0,2.090827570E0
1.486676875E0,5.703763962E-1,-1.439610839E0,1.297856331E0,2.020455309E0
1.491230937E0,4.707839489E-1,-1.453406096E0,1.143169403E0,1.908104580E0
1.495784219E0,3.726585209E-1,-1.477278113E0,9.746379852E-1,1.808630476E0
1.500336719E0,3.093956411E-1,-1.427480817E0,8.233089447E-1,1.676682666E0
1.504890052E0,2.119934559E-1,-1.389832377E0,6.485614777E-1,1.548291721E0
1.509444114E0,1.619433165E-1,-1.290286064E0,4.743099213E-1,1.384208679E0
1.513997396E0,9.968662262E-2,-1.221853614E0,3.220109940E-1,1.267499411E0
1.518549896E0,3.735828400E-2,-1.120084882E0,1.510429382E-1,1.130840286E0
1.523103229E0,-1.787412167E-2,-1.011489511E0,-3.595352173E-4,1.011647490E0
1.527657291E0,-5.914607644E-2,-8.865048289E-1,-1.250867844E-1,8.972378579E-1
1.532210573E0,-9.387946129E-2,-7.380934358E-1,-2.184295654E-1,7.754397128E-1
1.536763073E0,-1.152114868E-1,-6.234859228E-1,-3.448772430E-1,7.217677573E-1
1.541316406E0,-1.523529887E-1,-4.806166291E-1,-4.637517929E-1,6.850324830E-1
1.545870469E0,-1.365164965E-1,-3.619587123E-1,-5.726737976E-1,6.910905452E-1
1.550423750E0,-1.159701943E-1,-2.579132318E-1,-6.120214462E-1,6.741947580E-1
1.554976250E0,-7.469263673E-2,-1.971263587E-1,-6.249294281E-1,6.595260278E-1
1.559529635E0,-2.977064252E-2,-1.316985786E-1,-6.305599213E-1,6.448539533E-1
1.564083646E0,3.970131278E-3,-8.339297771E-2,-6.003084183E-1,6.060860894E-1
1.568636927E0,4.769697785E-2,-6.669519842E-2,-5.318994522E-1,5.381823840E-1
1.573189427E0,1.224665195E-1,-2.929918468E-2,-4.326143265E-1,4.505681370E-1
1.577742812E0,1.947371364E-1,-2.826362848E-3,-2.739295959E-1,3.361070724E-1
1.582296823E0,3.239935935E-1,-2.108849585E-2,-1.276121140E-1,3.488573131E-1
1.586850104E0,4.241235256E-1,-5.105207860E-2,3.021526337E-2,4.282523110E-1
1.591402656E0,5.334975123E-1,-9.296050668E-2,1.828060150E-1,5.715586502E-1
1.595955989E0,6.402183771E-1,-1.492233872E-1,2.442770004E-1,7.012976847E-1
1.600510000E0,7.300361991E-1,-1.957811117E-1,3.007869720E-1,8.134838033E-1
1.605063333E0,8.147679567E-1,-2.516447306E-1,3.714427948E-1,9.301299068E-1
1.609615833E0,8.966548443E-1,-3.331102133E-1,4.252004623E-1,1.046779708E0
1.614169166E0,9.805338979E-1,-4.443380237E-1,4.955272675E-1,1.185086612E0
1.618723177E0,1.078496933E0,-5.705535412E-1,5.346736908E-1,1.332127221E0
1.623276510E0,1.138406277E0,-7.018471956E-1,6.047716141E-1,1.467755784E0
1.627829010E0,1.194331527E0,-8.285582662E-1,6.794872284E-1,1.604568319E0
1.632382344E0,1.215763927E0,-8.981603384E-1,7.874412537E-1,1.704358427E0
1.636936406E0,1.210573077E0,-9.634721279E-1,9.356861115E-1,1.808113441E0
1.641489687E0,1.208028078E0,-1.005688667E0,1.038199425E0,1.883772698E0
1.646042187E0,1.187205195E0,-1.044065595E0,1.104641914E0,1.928668686E0
1.650595521E0,1.136944532E0,-1.071560025E0,1.127934456E0,1.926945742E0
1.655149583E0,1.124806762E0,-1.076208711E0,1.084318161E0,1.897145570E0
1.659702864E0,1.086764574E0,-1.079532385E0,9.978237152E-1,1.828141016E0
1.664255364E0,1.044367790E0,-1.064709306E0,8.470907211E-1,1.715188817E0
1.668808698E0,1.021601081E0,-1.057703614E0,6.394519806E-1,1.603528777E0
1.673362760E0,9.894453287E-1,-1.007984996E0,4.418888092E-1,1.479966733E0
1.677916041E0,9.405453205E-1,-9.654935598E-1,1.947202682E-1,1.361880794E0
1.682468541E0,9.032462239E-1,-9.177774191E-1,-4.463672638E-2,1.288472572E0
1.687021927E0,8.511000872E-1,-8.502572775E-1,-3.048391342E-1,1.241062325E0
1.691575937E0,8.317582011E-1,-7.627642751E-1,-5.762844086E-1,1.267175901E0
1.696129271E0,7.758668661E-1,-6.767141223E-1,-7.778129578E-1,1.290311743E0
1.700681771E0,7.838006616E-1,-5.777840018E-1,-9.740505219E-1,1.377298896E0
1.705235104E0,7.501131296E-1,-5.186185837E-1,-1.126820564E0,1.449606680E0
1.709789114E0,7.270818353E-1,-4.491594136E-1,-1.257711411E0,1.520601909E0
1.714342448E0,6.859236956E-1,-3.982838392E-1,-1.338141441E0,1.555552587E0
1.718894948E0,6.264634728E-1,-2.969549894E-1,-1.446989059E0,1.604498703E0
1.723448281E0,5.341044664E-1,-2.194515765E-1,-1.548371315E0,1.652537535E0
1.728002291E0,4.801934361E-1,-1.492231190E-1,-1.611278534E0,1.687919367E0
1.732555625E0,4.379295111E-1,-8.152808249E-2,-1.707397461E0,1.764549567E0
1.737108125E0,3.520633876E-1,-1.647169143E-2,-1.765044212E0,1.799889168E0
1.741661458E0,3.181203008E-1,2.685698867E-2,-1.808186531E0,1.836153685E0
1.746215521E0,2.759166360E-1,5.805905163E-2,-1.834477425E0,1.856019468E0
1.750768802E0,2.825832665E-1,9.376205504E-2,-1.829642296E0,1.853708595E0
1.755321302E0,2.806637287E-1,1.055333912E-1,-1.836726189E0,1.861040708E0
1.759874635E0,2.868925333E-1,1.389385015E-1,-1.831841469E0,1.859369355E0
1.764428698E0,3.107946515E-1,1.390835196E-1,-1.817411423E0,1.849032672E0
1.768981979E0,3.476597071E-1,1.346940100E-1,-1.783915520E0,1.822461064E0
1.773534479E0,3.713681102E-1,1.282749623E-1,-1.709933281E0,1.754491540E0
1.778087864E0,4.060424566E-1,1.079475880E-1,-1.607507706E0,1.661506600E0
1.782641875E0,4.421093464E-1,1.118760258E-1,-1.514896393E0,1.582051832E0
1.787195208E0,4.773428738E-1,1.256774068E-1,-1.398664474E0,1.483210485E0
1.791747708E0,5.070291758E-1,1.277893037E-1,-1.330471039E0,1.429532048E0
1.796301041E0,5.339564085E-1,1.374394298E-1,-1.257688522E0,1.373236856E0
1.800855052E0,5.631257296E-1,1.379008740E-1,-1.247159004E0,1.375330077E0
1.805408385E0,5.900323987E-1,1.197064072E-1,-1.196098328E0,1.339073958E0
1.809960885E0,6.243938208E-1,1.069345325E-1,-1.126095772E0,1.292050434E0
1.814514219E0,6.827874184E-1,6.621065736E-2,-1.049136162E0,1.253502771E0
1.819068281E0,7.006531358E-1,2.385997772E-2,-9.962606430E-1,1.218203343E0
1.823621562E0,7.209909558E-1,-5.790233612E-3,-9.912786484E-1,1.225762964E0
1.828174062E0,7.389617562E-1,-4.908111691E-2,-9.529142380E-1,1.206863281E0
1.832727396E0,7.592352033E-1,-6.540495157E-2,-9.075078964E-1,1.185025942E0
1.837281458E0,7.625455260E-1,-9.540581703E-2,-8.383674622E-1,1.137294136E0
1.841834739E0,8.084389567E-1,-1.365543753E-1,-7.646512985E-1,1.121120980E0
1.846387291E0,8.273723722E-1,-1.982093602E-1,-6.792097092E-1,1.088649540E0
1.850940625E0,8.671462536E-1,-2.611182630E-1,-6.154899597E-1,1.094967243E0
1.855494635E0,8.966172934E-1,-3.706847429E-1,-5.089902878E-1,1.095628068E0
1.860047969E0,9.136385322E-1,-4.267661273E-1,-3.979997635E-1,1.084098015E0
1.864600469E0,9.685775042E-1,-4.584116042E-1,-2.419443130E-1,1.098553882E0
1.869153802E0,1.001884699E0,-4.947604537E-1,-6.956768036E-2,1.119553714E0
1.873707864E0,1.008897901E0,-5.242497325E-1,1.000080109E-1,1.141365129E0
1.878261146E0,9.945608974E-1,-5.685415268E-1,2.620182037E-1,1.175178448E0
1.882813646E0,9.973900318E-1,-5.848515034E-1,3.711347580E-1,1.214322513E0
1.887366979E0,9.844189882E-1,-5.710769892E-1,4.179430008E-1,1.212388561E0
1.891921041E0,9.942047000E-1,-5.678658485E-1,4.240741730E-1,1.220964173E0
1.896474323E0,9.626247287E-1,-5.201776624E-1,4.302005768E-1,1.175714126E0
1.901026875E0,9.519488811E-1,-4.854569435E-1,3.957462311E-1,1.139513140E0
1.905580208E0,9.524177313E-1,-4.276996255E-1,3.470659256E-1,1.100218733E0
1.910134219E0,9.683951139E-1,-4.038642645E-1,2.627048492E-1,1.081623446E0
1.914687552E0,9.447739720E-1,-3.586912751E-1,1.212625504E-1,1.017822133E0
1.919240052E0,9.387750030E-1,-2.798588872E-1,-4.848480225E-2,9.808008355E-1
1.923793385E0,9.263262749E-1,-1.911556423E-1,-2.464761734E-1,9.774309956E-1
1.928347448E0,9.194356799E-1,-9.488259256E-2,-3.676147461E-1,9.947387986E-1
1.932900729E0,8.941122293E-1,1.399013400E-2,-4.669942856E-1,1.008819144E0
1.937453229E0,9.314572215E-1,9.262886643E-2,-5.327339172E-1,1.077032074E0
1.942006562E0,9.213013053E-1,1.578162014E-1,-6.102676392E-1,1.116301321E0
1.946560625E0,9.519223571E-1,2.597152889E-1,-6.398878098E-1,1.176037676E0
1.951113906E0,9.660393596E-1,3.623784781E-1,-6.670627594E-1,1.228626441E0
1.955666458E0,9.875674844E-1,4.439400136E-1,-6.798534393E-1,1.278504193E0
1.960219791E0,9.879041314E-1,5.258294940E-1,-6.711244583E-1,1.304936500E0
1.964773802E0,9.480042458E-1,5.793492794E-1,-6.170530319E-1,1.270870600E0
1.969327135E0,9.321930408E-1,6.279491782E-1,-5.559272766E-1,1.253937468E0
1.973879635E0,9.141010642E-1,6.666514277E-1,-5.116319656E-1,1.241681179E0
1.978432969E0,9.244434834E-1,7.000932097E-1,-4.888992310E-1,1.258470784E0
1.982987031E0,8.983150125E-1,7.019180059E-1,-4.614238739E-1,1.229866147E0
1.987540312E0,8.595026731E-1,7.105566263E-1,-4.554843903E-1,1.204616783E0
1.992092812E0,7.957701087E-1,6.946834326E-1,-4.304485321E-1,1.140666944E0
1.996646198E0,7.784692645E-1,6.734506488E-1,-4.150161743E-1,1.109859720E0
2.001200208E0,7.786797285E-1,6.636308432E-1,-3.757514954E-1,1.089925319E0
2.005753541E0,7.342876196E-1,6.510311365E-1,-3.580760956E-1,1.044623539E0
2.010306041E0,7.288415432E-1,6.403725743E-1,-3.500051498E-1,1.031402266E0
2.014859375E0,7.431567311E-1,6.436918974E-1,-3.395853043E-1,1.040163143E0
2.019413437E0,7.605328560E-1,6.325232983E-1,-3.125028610E-1,1.037378420E0
2.023966719E0,7.548666596E-1,6.523653269E-1,-2.640237808E-1,1.032042998E0
2.028519219E0,7.837845087E-1,6.698325872E-1,-2.085151672E-1,1.051889931E0
2.033072552E0,8.022263050E-1,6.754304767E-1,-1.268901825E-1,1.056349607E0
2.037626614E0,8.440232277E-1,6.692404747E-1,-8.127307892E-2,1.080214486E0
2.042179896E0,8.901882172E-1,6.441262960E-1,-1.666831970E-2,1.098913818E0
2.046732448E0,9.194425344E-1,6.002382636E-1,3.823471069E-2,1.098691240E0
2.051285781E0,9.273217320E-1,5.710973740E-1,9.062099457E-2,1.092835747E0
2.055839791E0,9.640078545E-1,5.374068022E-1,1.787014008E-1,1.118056978E0
2.060393125E0,9.507035613E-1,4.850139618E-1,2.212209702E-1,1.089960789E0
2.064945625E0,9.543098807E-1,4.258412123E-1,2.922925949E-1,1.085118909E0
2.069498958E0,9.700698853E-1,3.908885717E-1,3.608160019E-1,1.106353309E0
2.074053021E0,9.741326571E-1,3.514507413E-1,4.053125381E-1,1.112083770E0
2.078606302E0,9.831286669E-1,3.361337185E-1,4.688110352E-1,1.139873519E0
2.083158802E0,1.020811558E0,2.970240116E-1,5.512714386E-1,1.197572419E0
2.087712187E0,1.070407271E0,2.223472148E-1,6.216135025E-1,1.257622104E0
2.092266198E0,1.117566347E0,1.694831848E-1,6.798629761E-1,1.319049945E0
2.096819531E0,1.157735467E0,1.050652713E-1,7.021732330E-1,1.358100649E0
2.101372031E0,1.205416799E0,6.737388670E-2,7.101078033E-1,1.400650560E0
2.105925364E0,1.198513746E0,1.565307379E-2,7.323560715E-1,1.404644309E0
2.110479427E0,1.225375414E0,-2.146981657E-2,8.023118973E-1,1.464824303E0
2.115032708E0,1.221243024E0,-6.329268217E-2,8.291444778E-1,1.477471168E0
2.119585208E0,1.217164993E0,-1.170791313E-1,8.702516556E-1,1.500845125E0
2.124138594E0,1.187096000E0,-1.590894908E-1,8.515939713E-1,1.469598132E0
2.128692604E0,1.155186057E0,-1.585291326E-1,8.568725586E-1,1.447002728E0
2.133245937E0,1.111997724E0,-1.634611785E-1,8.287372589E-1,1.396446898E0
2.137798437E0,1.072044611E0,-1.715398729E-1,8.078546524E-1,1.353268161E0
2.142351771E0,1.013888717E0,-1.541587114E-1,7.512311935E-1,1.271252746E0
2.146905833E0,9.496154189E-1,-1.398602426E-1,7.114686966E-1,1.194787863E0
2.151459114E0,8.817871213E-1,-1.118679419E-1,6.001930237E-1,1.072517892E0
2.156011614E0,8.106303811E-1,-7.243178785E-2,4.772434235E-1,9.434666204E-1
2.160565000E0,7.243770957E-1,2.520263195E-3,3.498106003E-1,8.044227648E-1
2.165119010E0,6.064544916E-1,9.875360131E-2,2.250680923E-1,6.543660828E-1
2.169672344E0,4.540470839E-1,2.453171909E-1,8.389282227E-2,5.228549360E-1
2.174224844E0,3.525840342E-1,4.023906291E-1,-2.833747864E-2,5.357580911E-1
2.178778177E0,2.584919930E-1,5.254092216E-1,-1.785640717E-1,6.121748838E-1
2.183332239E0,2.573869824E-1,5.576905608E-1,-2.974824905E-1,6.824680597E-1
2.187885521E0,2.892104983E-1,5.356816053E-1,-3.827772141E-1,7.191077042E-1
2.192438021E0,3.824890852E-1,5.074712038E-1,-3.819932938E-1,7.414470982E-1
2.196991406E0,4.986159503E-1,4.515875578E-1,-3.478393555E-1,7.573251650E-1
2.201545416E0,6.397604942E-1,3.893591464E-1,-2.732086182E-1,7.972057350E-1
2.206098750E0,7.772639394E-1,2.823156416E-1,-1.247377396E-1,8.363018932E-1
2.210651250E0,8.945783973E-1,2.230744511E-1,6.401634216E-2,9.241919777E-1
2.215204583E0,9.692494273E-1,1.693980694E-1,2.484502792E-1,1.014823975E0
2.219758646E0,1.033601284E0,1.173419952E-1,4.218988419E-1,1.122541487E0
2.224311927E0,1.047316670E0,1.044753790E-1,5.820884705E-1,1.202752801E0
2.228864427E0,1.036693335E0,8.042766154E-2,7.243862152E-1,1.267255723E0
2.233417812E0,1.006237268E0,3.780665621E-2,8.560571671E-1,1.321656785E0
2.237971823E0,1.012506962E0,-2.841577679E-2,1.036499023E0,1.449243951E0
2.242525156E0,1.073839664E0,-1.777024269E-1,1.191740036E0,1.613987017E0
2.247077656E0,1.123049498E0,-3.647767901E-1,1.348081589E0,1.792101072E0
2.251630989E0,1.240573406E0,-5.921387076E-1,1.479402542E0,2.019475800E0
2.256185052E0,1.361323833E0,-8.245400786E-1,1.588268280E0,2.248480609E0
2.260738333E0,1.449320793E0,-1.026004672E0,1.726081848E0,2.476403621E0
2.265290833E0,1.474709034E0,-1.225359201E0,1.844479561E0,2.660521896E0
2.269844219E0,1.452229857E0,-1.379805446E0,1.945883751E0,2.792722363E0
2.274398229E0,1.416199923E0,-1.496671438E0,2.008842468E0,2.877689295E0
2.278951562E0,1.369831324E0,-1.590650558E0,2.035819054E0,2.924237725E0
2.283504062E0,1.285505176E0,-1.642744303E0,2.036437035E0,2.915168639E0
2.288057396E0,1.223950267E0,-1.672304273E0,1.984473228E0,2.869283853E0
2.292611458E0,1.116774797E0,-1.664987326E0,1.865704536E0,2.738653348E0
2.297164739E0,1.029400706E0,-1.599251747E0,1.646825790E0,2.515811429E0
2.301717291E0,9.381434917E-1,-1.541677713E0,1.456994057E0,2.319421278E0
2.306270625E0,8.572384119E-1,-1.506235719E0,1.183920860E0,2.098874065E0
2.310824687E0,7.601805925E-1,-1.413457036E0,8.994312286E-1,1.839758642E0
2.315377969E0,6.516137719E-1,-1.317589998E0,5.414752960E-1,1.566473558E0
2.319930469E0,5.648220778E-1,-1.232018709E0,2.081317902E-1,1.371208562E0
2.324483854E0,4.923714697E-1,-1.163111448E0,-1.269035339E-1,1.269394506E0
2.329037864E0,4.530529678E-1,-1.098333836E0,-3.895921707E-1,1.250350457E0
2.333591198E0,4.274072647E-1,-1.044168472E0,-6.182813644E-1,1.286559992E0
2.338143698E0,4.437216818E-1,-9.740455747E-1,-7.605009079E-1,1.313017648E0
2.342697031E0,4.466498196E-1,-8.927211761E-1,-8.594131470E-1,1.317208456E0
2.347251094E0,4.813641906E-1,-8.195402622E-1,-8.792848587E-1,1.294797122E0
2.351804375E0,4.973114729E-1,-7.547579408E-1,-8.919239044E-1,1.269845070E0
2.356356875E0,5.132985711E-1,-6.915239096E-1,-8.663024902E-1,1.221540317E0
2.360910260E0,5.097258091E-1,-6.326131225E-1,-8.431005478E-1,1.170828039E0
2.365464323E0,5.171236396E-1,-6.000072956E-1,-7.721691132E-1,1.106196525E0
2.370017604E0,5.278623104E-1,-5.677706599E-1,-7.157001495E-1,1.055096605E0
2.374570104E0,5.606567264E-1,-5.625049472E-1,-6.736736298E-1,1.041433598E0
2.379123437E0,5.746505857E-1,-5.818860531E-1,-6.460647583E-1,1.042216075E0
2.383677500E0,6.271455884E-1,-5.975994468E-1,-6.256799698E-1,1.068602879E0
2.388230781E0,6.558133960E-1,-6.288138628E-1,-5.910120010E-1,1.083878808E0
2.392783333E0,7.202473283E-1,-6.661727428E-1,-5.277547836E-1,1.114032068E0
2.397336666E0,7.582369447E-1,-6.762422323E-1,-5.028257370E-1,1.133605109E0
2.401890729E0,8.294913769E-1,-6.852982044E-1,-4.659900665E-1,1.172534143E0
2.406444010E0,9.053547382E-1,-7.312814593E-1,-4.721879959E-1,1.255946368E0
2.410996510E0,9.477829933E-1,-7.732542753E-1,-4.568433762E-1,1.305726100E0
2.415549896E0,1.016606569E0,-8.444021940E-1,-4.343185425E-1,1.391091866E0
2.420103906E0,1.095177531E0,-9.180238843E-1,-4.165573120E-1,1.488523319E0
2.424657239E0,1.150330305E0,-1.003234386E0,-4.107141495E-1,1.580640743E0
2.429209739E0,1.189832926E0,-1.085584402E0,-3.952627182E-1,1.658441588E0
2.433763073E0,1.207154751E0,-1.150603533E0,-3.702239990E-1,1.708267219E0
2.438317135E0,1.195669651E0,-1.183837056E0,-3.236789703E-1,1.713436362E0
2.442870416E0,1.167985916E0,-1.221168518E0,-2.532863617E-1,1.708683011E0
2.447422969E0,1.110128760E0,-1.219656587E0,-2.140302658E-1,1.663056526E0
2.451976302E0,1.074963212E0,-1.246140003E0,-1.724300385E-1,1.654733493E0
2.456530364E0,1.022114396E0,-1.247907043E0,-1.523876190E-1,1.620250540E0
2.461083646E0,9.494452477E-1,-1.253651381E0,-1.753730774E-1,1.582353873E0
2.465636146E0,8.789188862E-1,-1.227419376E0,-2.317724228E-1,1.527342525E0
2.470189531E0,8.417322636E-1,-1.209919930E0,-2.976560593E-1,1.503668371E0
2.474743541E0,7.612783313E-1,-1.169909000E0,-3.586854935E-1,1.441140885E0
2.479296875E0,7.089489102E-1,-1.155179024E0,-4.530878067E-1,1.429103109E0
2.483849375E0,6.030914783E-1,-1.127514005E0,-5.330333710E-1,1.385327303E0
2.488402708E0,5.103353262E-1,-1.067603946E0,-6.248245239E-1,1.338142749E0
2.492956771E0,4.068762362E-1,-1.028101444E0,-7.045631409E-1,1.311087362E0
2.497510104E0,3.260516524E-1,-9.756304622E-1,-7.842102051E-1,1.293503044E0
2.502062604E0,2.439825982E-1,-9.365360737E-1,-8.398838043E-1,1.281418015E0
2.506615937E0,1.845517009E-1,-8.679102063E-1,-8.596830368E-1,1.235468486E0
2.511170000E0,1.547643840E-1,-8.558927774E-1,-8.365049362E-1,1.206749754E0
2.515723281E0,1.521730125E-1,-7.930052280E-1,-8.516302109E-1,1.173579113E0
2.520275781E0,1.241213083E-1,-7.580998540E-1,-8.524446487E-1,1.147511816E0
2.524829166E0,1.659750640E-1,-7.033013105E-1,-8.580770493E-1,1.121818469E0
2.529383229E0,2.106734663E-1,-6.859129667E-1,-8.709106445E-1,1.128426009E0
2.533936510E0,2.486601621E-1,-6.818746328E-1,-8.861560822E-1,1.145450782E0
2.538489010E0,3.110522926E-1,-6.387814879E-1,-9.085826874E-1,1.153394043E0
2.543042396E0,3.669235110E-1,-5.925858617E-1,-8.951816559E-1,1.134522394E0
2.547596406E0,4.064617753E-1,-5.411812067E-1,-8.555574417E-1,1.090901833E0
2.552149739E0,4.343641400E-1,-4.847976863E-1,-7.969112396E-1,1.028964784E0
2.556702239E0,4.242159128E-1,-4.283863902E-1,-7.622623444E-1,9.718631188E-1
2.561255573E0,3.926445842E-1,-3.505589366E-1,-7.396154404E-1,9.077953168E-1
2.565809635E0,4.065124989E-1,-2.777910829E-1,-7.767133713E-1,9.196216388E-1
2.570362916E0,3.629218340E-1,-2.292380333E-1,-7.707405090E-1,8.822149771E-1
2.574915469E0,3.692424595E-1,-1.952476054E-1,-7.767076492E-1,8.818936408E-1
2.579468802E0,3.606742024E-1,-1.877903640E-1,-7.683172226E-1,8.692884767E-1
2.584022864E0,3.371317685E-1,-2.136563808E-1,-7.766561508E-1,8.732134075E-1
2.588576146E0,3.033572435E-1,-2.344617397E-1,-7.802009583E-1,8.693166626E-1
2.593128646E0,3.001363575E-1,-2.287754864E-1,-7.765703201E-1,8.634127161E-1
2.597682031E0,3.396299183E-1,-1.966989934E-1,-7.371196747E-1,8.350954378E-1
2.602236041E0,3.499980569E-1,-1.598340124E-1,-6.834020615E-1,7.842728664E-1
2.606789375E0,3.454013169E-1,-1.540202796E-1,-6.250009537E-1,7.305138659E-1
2.611341875E0,3.664738834E-1,-1.505434215E-1,-6.073026657E-1,7.251089275E-1
2.615895260E0,3.751196265E-1,-1.349049062E-1,-6.589069366E-1,7.701119523E-1
2.620449271E0,3.716366291E-1,-1.237394065E-1,-7.032651901E-1,8.049889145E-1
2.625002604E0,3.848187327E-1,-9.559838474E-2,-7.427749634E-1,8.419852460E-1
2.629555104E0,3.718109429E-1,-6.006833911E-2,-7.678928375E-1,8.552841589E-1
2.634108437E0,3.781002760E-1,-2.676999569E-2,-7.571458817E-1,8.467268376E-1
2.638662500E0,4.034885764E-1,-2.441778779E-2,-7.201480865E-1,8.258404968E-1
2.643215833E0,3.835020959E-1,-2.212625742E-2,-6.927661896E-1,7.921416681E-1
2.647768333E0,3.923226893E-1,-8.400678635E-4,-6.702089310E-1,7.765937222E-1
2.652321666E0,3.320181370E-1,-1.360297203E-3,-6.524610519E-1,7.320814968E-1
2.656875729E0,2.910310030E-1,2.157399058E-2,-6.466760635E-1,7.094747444E-1
2.661429010E0,2.382173538E-1,3.670620918E-2,-6.384983063E-1,6.824770623E-1
2.665981562E0,2.068229914E-1,4.160729051E-2,-6.327047348E-1,6.669499215E-1
2.670534896E0,1.895913780E-1,3.868462145E-2,-6.125717163E-1,6.424060228E-1
2.675088958E0,1.650551111E-1,3.039523959E-2,-5.805139542E-1,6.042876064E-1
2.679642239E0,1.522820592E-1,-2.142712474E-3,-5.556688309E-1,5.761616669E-1
2.684194739E0,1.299703568E-1,-2.300126851E-2,-5.690784454E-1,5.841845848E-1
2.688748125E0,1.411296129E-1,-3.920008242E-2,-5.561866760E-1,5.751502697E-1
2.693302187E0,1.760905683E-1,-5.302587152E-2,-5.385398865E-1,5.690736689E-1
2.697855469E0,1.629249752E-1,-7.381834090E-2,-5.065937042E-1,5.372437772E-1
2.702407969E0,1.542086601E-1,-4.423691332E-2,-4.866476059E-1,5.124091214E-1
2.706961354E0,1.117121875E-1,-1.675657928E-2,-4.356899261E-1,4.500956649E-1
2.711515416E0,9.059967101E-2,6.235674024E-3,-3.919925690E-1,4.023746490E-1
2.716068698E0,9.833253920E-2,4.852390289E-2,-3.221006393E-1,3.402538454E-1
2.720621198E0,6.575290859E-2,7.885794342E-2,-2.642755508E-1,2.835199940E-1
2.725174583E0,7.442432642E-2,1.139820069E-1,-1.946096420E-1,2.374948232E-1
2.729728594E0,7.888903469E-2,1.635014117E-1,-1.561203003E-1,2.394362954E-1
2.734281927E0,6.004458666E-2,2.010077089E-1,-1.654758453E-1,2.671922656E-1
2.738834427E0,6.081919000E-2,2.574688196E-1,-1.819839478E-1,3.211032921E-1
2.743387812E0,8.090808243E-2,2.780224681E-1,-2.175741196E-1,3.621893263E-1
2.747941823E0,2.934369817E-2,3.151724935E-1,-2.268257141E-1,3.894157904E-1
2.752495156E0,2.060721442E-2,3.546192646E-1,-2.368593216E-1,4.269447486E-1
2.757047656E0,1.167842373E-2,3.696963191E-1,-2.325601578E-1,4.369164462E-1
